name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
You Are In Love,0.474,0.48,2,-8.894,1,0.0622,0.7070000000000001,0.00010800000000000001,0.0903,0.319,170.109,spotify:track:2KrOAg6FftbjgSKdd2a4rS
Clean,0.81,0.38,4,-7.755,1,0.035,0.242,0.0,0.113,0.21100000000000002,103.98100000000001,spotify:track:2k43eySbfpDVx0PrO99UI8
This Love,0.485,0.45899999999999996,4,-8.767999999999999,1,0.0337,0.635,0.0,0.10099999999999999,0.0858,71.98100000000001,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh
I Wish You Would,0.649,0.898,0,-5.962999999999999,1,0.0511,0.016,9.9e-05,0.109,0.503,118.027,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF
hoax,0.662,0.18100000000000002,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,spotify:track:6MWoRt97mnSTXZhu3ggi9C
mad woman,0.5920000000000001,0.6990000000000001,3,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,spotify:track:2QDyYdZyhlP2fp79KZX8Bi
invisible string,0.653,0.452,4,-11.142999999999999,0,0.055,0.838,7.730000000000001e-05,0.10800000000000001,0.45,83.43299999999999,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV
this is me trying,0.515,0.47600000000000003,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.41200000000000003,135.886,spotify:track:7kt9e9LFSpN1zQtYEl19o1
my tears ricochet,0.456,0.263,0,-10.63,1,0.0332,0.8059999999999999,0.0,0.0749,0.111,129.86,spotify:track:1MgV7FIyNxIG7WzMRJV5HC
exile (feat. Bon Iver),0.298,0.38,6,-8.426,1,0.0287,0.778,5.6200000000000004e-05,0.11,0.152,75.602,spotify:track:4pvb0WLRcMtbPGmtejJJ6y
the 1,0.777,0.35700000000000004,0,-6.942,1,0.0522,0.757,7.28e-06,0.10800000000000001,0.172,139.88299999999998,spotify:track:0Jlcvv8IykzHaSmj49uNW8
Cruel Summer,0.552,0.7020000000000001,9,-5.707000000000001,1,0.157,0.11699999999999999,2.0600000000000003e-05,0.105,0.564,169.99400000000003,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
The Archer,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,spotify:track:3pHkh7d0lzM2AldUtz2x37
Daylight,0.557,0.496,0,-9.602,1,0.0563,0.8079999999999999,0.000173,0.0772,0.265,149.983,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6
ME! (feat. Brendon Urie of Panic! At The Disco),0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.11800000000000001,0.728,182.162,spotify:track:2Rk4JlNc2TPmZe2af99d45
You Need To Calm Down,0.7709999999999999,0.6709999999999999,2,-5.617000000000001,1,0.0553,0.009290000000000001,0.0,0.0637,0.7140000000000001,85.02600000000001,spotify:track:6RRNNciQGZEXnqk8SQ9yv5
Death By A Thousand Cuts,0.7120000000000001,0.732,4,-6.754,1,0.0629,0.45399999999999996,0.0,0.319,0.313,94.071,spotify:track:2dgFqt3w9xIQRjhPtwNk3D
I Think He Knows,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.00035299999999999996,0.0715,0.41600000000000004,100.00299999999999,spotify:track:2YWtcWi3a83pdEg3Gif4Pd
Lover,0.359,0.5429999999999999,7,-7.582000000000001,1,0.0919,0.49200000000000005,1.58e-05,0.11800000000000001,0.45299999999999996,68.53399999999999,spotify:track:1dGr1c8CrMLDpV6mPbImSI
Sad Beautiful Tragic,0.624,0.34,7,-12.411,1,0.028999999999999998,0.632,0.0337,0.0805,0.261,129.987,spotify:track:70e9zuv2pJc7ON1OUAJ1zl
Begin Again,0.53,0.526,7,-8.349,1,0.0263,0.19899999999999998,3.52e-06,0.14,0.32299999999999995,79.025,spotify:track:1yG491M3fRfowMdGN5pey4
Come Back...Be Here,0.483,0.5479999999999999,4,-6.291,1,0.0254,0.00471,2.01e-06,0.0997,0.217,79.926,spotify:track:1n8rB9AhxiAvVP1E2c3yOd
Everything Has Changed,0.624,0.45799999999999996,6,-6.755,1,0.0287,0.36,3.89e-06,0.311,0.436,80.016,spotify:track:5PjfMmF06QtxTPZBZHdhoZ
Stay Stay Stay,0.7290000000000001,0.748,0,-6.67,1,0.0245,0.307,1.29e-06,0.0962,0.9279999999999999,99.98100000000001,spotify:track:0F2S1QlnMaOfmNHIgmES3k
The Last Time,0.505,0.44299999999999995,2,-7.039,1,0.0276,0.035,3.15e-06,0.0906,0.12300000000000001,94.069,spotify:track:2Tz4JnXZOcjcp8fWfMjBBk
The Moment I Knew,0.619,0.506,7,-7.327000000000001,1,0.0315,0.187,1.47e-05,0.10099999999999999,0.27399999999999997,126.03,spotify:track:4qTAwKJQ68gmnrnfPD3vlO
We Are Never Ever Getting Back Together,0.628,0.6759999999999999,7,-5.9110000000000005,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,spotify:track:6kISMRfweKSvgHR0urMQFG
I Almost Do,0.5670000000000001,0.48100000000000004,4,-7.357,1,0.027000000000000003,0.0173,4.13e-05,0.182,0.233,145.865,spotify:track:1eyqSYBCTane4rl4vc6PWJ
coney island (feat. The National),0.537,0.537,8,-11.265999999999998,1,0.0617,0.8190000000000001,0.000904,0.142,0.292,107.895,spotify:track:3k7ne7VmH43ZPWxPdvPUgR
happiness,0.5589999999999999,0.33399999999999996,11,-10.732999999999999,1,0.0376,0.87,0.0,0.114,0.21100000000000002,122.079,spotify:track:73YUReisjb3A9ActdLLjJQ
The Power of Love,0.546,0.519,8,-9.072000000000001,1,0.0291,0.36,0.00045999999999999996,0.24,0.247,140.054,spotify:track:5kK1Iru9ogP3Iy1zsANU1n
"My Heart Will Go On - Love Theme from ""Titanic""",0.428,0.276,4,-11.729000000000001,1,0.0312,0.732,5.33e-06,0.11699999999999999,0.0382,99.195,spotify:track:33LC84JgLvK2KuW43MfaNq
"Rasik Balamaa Hay Dil Kyon Lagayaa Tose, From ''Chori Chori''",0.391,0.43700000000000006,8,-7.545,1,0.0372,0.961,0.111,0.685,0.418,103.78399999999999,spotify:track:3Y0KlgsBRdRgL3ui2TcCvB
"Wada Na Tod - From ""Dil Tujhko Diya""",0.444,0.7340000000000001,5,-4.415,1,0.113,0.466,0.0035600000000000002,0.426,0.8809999999999999,165.11,spotify:track:73YTvBoUG34tDnztcdd3iF
"Dil Hoom Hoom Kare (From ""Rudaali"") - Female Version",0.544,0.413,6,-7.188,1,0.0258,0.9279999999999999,0.00209,0.128,0.35,99.789,spotify:track:1obzxoRduT5n3fAKsf0Pgi
"Man Kyoon Behka Re Behka Aadhi Raat Ko (From ""Utsav"")",0.58,0.469,10,-7.557,1,0.0577,0.9359999999999999,0.0072900000000000005,0.14300000000000002,0.316,79.696,spotify:track:0hHFroswxwaxNPy9wwk6GL
"Ye Mulaqat Ek Bahana Hai - From ""Khandaan""",0.5,0.674,6,-4.115,0,0.0401,0.667,0.000339,0.21600000000000003,0.687,116.829,spotify:track:2jrAx3ZU9UXe46PepPZuWF
Lag Ja Gale Se Phir,0.312,0.452,8,-11.872,1,0.0391,0.7959999999999999,0.000874,0.28600000000000003,0.391,132.485,spotify:track:5Y5c5bJK0O7KJDDAYKkppH
Chandni Raat Mein,0.368,0.534,6,-8.811,1,0.0355,0.736,0.0,0.239,0.494,107.90100000000001,spotify:track:1ZDbxtijCU6KlrkTMqTfDE
Aaj Phir Jeene Ki Tamanna Hai,0.43200000000000005,0.49700000000000005,9,-10.732000000000001,0,0.0345,0.983,0.907,0.10099999999999999,0.7829999999999999,97.491,spotify:track:5SOz11mekUwr7kQm8dpHqs
Aajkal Paon Zaamin Par Nahin Padte,0.507,0.445,1,-9.112,1,0.0317,0.873,0.00141,0.128,0.691,107.82600000000001,spotify:track:4GQ2SQDXKdBDE8TAQ69jS1
Aaja Piya Tohe Pyar Doon,0.613,0.29,7,-6.897,1,0.0542,0.978,6.34e-05,0.0991,0.583,110.37,spotify:track:2njC2umOngBCOj14iHR8K8
Bhor Bhaye Panghat Pe,0.368,0.381,9,-11.814,0,0.10300000000000001,0.9,3.49e-06,0.0764,0.48100000000000004,198.521,spotify:track:2zIZUisgDGXPD3pvORaMi4
Sawan Ke Jhoole Pade - Sad,0.228,0.309,4,-7.1979999999999995,1,0.0322,0.9640000000000001,0.000182,0.105,0.355,180.12900000000002,spotify:track:1YsRE4fuzVsVKfGvdNCB8F
Teri Bindiya Re,0.539,0.37799999999999995,0,-10.629000000000001,1,0.0284,0.9790000000000001,0.018000000000000002,0.0878,0.6809999999999999,94.29,spotify:track:70KrzTE7kTQ41eGHI3JON1
Tera Mera Pyar Amar - Lata Mangeshkar,0.284,0.369,6,-15.825,1,0.0393,0.951,0.000837,0.19399999999999998,0.711,147.85,spotify:track:0Sm3rEToKnYX3vIjDzrQmn
Zindagi Pyar Ka Geet Hai,0.503,0.601,11,-8.753,0,0.0351,0.537,0.000198,0.149,0.8079999999999999,96.507,spotify:track:5he6mJa7T7DiS8Pjx6djcV
Main Tere Ishq Mein,0.419,0.657,2,-8.559,0,0.063,0.784,0.00168,0.0894,0.607,83.76899999999999,spotify:track:1wHja2c6BNGxMDiNVkO1C5
Mujhe Teri Mohabbat Ka Sahara,0.271,0.465,5,-11.978,0,0.0484,0.858,0.0469,0.18,0.473,80.953,spotify:track:2CDCpj1lFBsf8ruoi8KNWb
Sau Saal Pahle,0.426,0.649,8,-8.368,1,0.0613,0.9179999999999999,0.00193,0.376,0.753,153.94899999999998,spotify:track:2lx6HFF0cVPP4Z4jnbBLN9
Jhilmil Sitaron Ka Angan Hoga,0.354,0.616,7,-11.288,1,0.0888,0.81,0.425,0.657,0.599,143.769,spotify:track:7GUTUoxLRI03fjSNdNTpnv
Loote Koi Man Ka Nagar,0.45899999999999996,0.611,7,-5.07,1,0.0441,0.8690000000000001,0.0,0.28,0.425,133.037,spotify:track:6PrR5HyA5bTZZLWQmYhvoL
Chup Gaye Sare Nazare,0.395,0.547,3,-9.1,0,0.0931,0.956,0.0395,0.11900000000000001,0.588,80.219,spotify:track:6DuEwqeZzkPJlczCKPq1VD
Rahen Na Rahen,0.39,0.45899999999999996,7,-9.937000000000001,1,0.0337,0.976,0.0056700000000000006,0.456,0.636,127.016,spotify:track:5rmxrHEnOf7CRCmCJrBdZt
Tera Saath Hai To - Lata Mangeshkar,0.43200000000000005,0.475,7,-9.47,1,0.0371,0.968,0.0116,0.312,0.664,115.955,spotify:track:7e7KvikCdIigjhIbTScNqs
Nainon Mein Badra Chhaye,0.574,0.442,0,-13.177,1,0.0356,0.968,0.152,0.29600000000000004,0.696,110.79799999999999,spotify:track:6YRgNx6ZouPzJcS5mSOBI5
Beeti Na Bitai Raina,0.365,0.424,4,-11.445,1,0.0437,0.9520000000000001,0.168,0.67,0.601,91.015,spotify:track:26XEm7cqIT1uwPkPY36L23
Rula Ke Gaya,0.47600000000000003,0.255,5,-10.17,1,0.0362,0.96,0.000868,0.106,0.308,99.90100000000001,spotify:track:3JmLCYFRsOjYFcL8WFz2Uh
Ruk Ja Raat,0.39399999999999996,0.304,2,-13.064,1,0.0362,0.9490000000000001,1.1900000000000001e-05,0.368,0.563,102.536,spotify:track:5wKCGoekRSLzEZOckWK542
Ehsan Tera Hoga Mujh Par - Lata Mangeshkar,0.348,0.21,4,-14.732000000000001,1,0.0444,0.986,0.00524,0.10099999999999999,0.401,175.715,spotify:track:5kfrsmxW4UkaQKA1lcnyrJ
Chalo Sajna Jhahan Tak,0.368,0.504,9,-11.743,1,0.0542,0.917,0.00409,0.196,0.534,152.99200000000002,spotify:track:2aDHuYwy5GtEttdFdx6ChT
Tumhin Meri Mandir,0.495,0.40399999999999997,4,-6.404,0,0.0409,0.9890000000000001,0.0355,0.373,0.5329999999999999,123.6,spotify:track:2J86dHEpicClzRxVSN8sDM
Ae Ri Pawan,0.371,0.615,9,-7.837000000000001,1,0.0481,0.831,5.7100000000000006e-05,0.14800000000000002,0.483,88.164,spotify:track:6B5XizQf2ma0vd26l6vHJK
Mausam Hai Ashiqana,0.341,0.614,10,-7.539,1,0.0494,0.53,2.4100000000000003e-05,0.19,0.631,123.51899999999999,spotify:track:5VSjFOxCv36pbWZ7pAU97v
Ab To Hai Tumse Har Khushi Apni,0.27899999999999997,0.42700000000000005,8,-10.274000000000001,1,0.0313,0.948,0.0076,0.0976,0.28800000000000003,105.679,spotify:track:241wE0Nygl6w8UfwKRRjwQ
Karvaten Badalte Rahe,0.255,0.397,10,-12.411,1,0.0352,0.882,5.7999999999999995e-06,0.128,0.595,81.232,spotify:track:7yJVavhTsIrjM1KleXlpHR
Chalte Chalte Yun Hi Koi,0.447,0.42700000000000005,8,-12.527000000000001,1,0.0667,0.904,6.720000000000001e-05,0.33299999999999996,0.575,124.155,spotify:track:2rCtv5d2xyezYUbwRqBDod
Bahon Mein Chale Aao,0.48200000000000004,0.21100000000000002,6,-16.491,1,0.0353,0.8,1.48e-06,0.159,0.612,72.75399999999999,spotify:track:2IWhu2HrHttIUcw0Omn1Gr
Kabhi Kabhi Mere Dil Mein Duet,0.502,0.315,4,-10.437999999999999,1,0.0318,0.9790000000000001,5.6999999999999996e-05,0.626,0.397,110.618,spotify:track:46bHffIYlRKDZJG1Wbv8vi
Mere Naina Sawan Bhadon- Lata Mangeshkar,0.397,0.40700000000000003,7,-7.638,0,0.0297,0.9570000000000001,0.00337,0.124,0.305,133.616,spotify:track:2MAt5PQbVRWHE8WZZ1rLfR
Is Mod Se Jate Hain,0.504,0.353,1,-12.565999999999999,1,0.0342,0.865,0.0,0.268,0.531,89.48700000000001,spotify:track:6l0fKiA4dyGnb5HyeXC8it
Ye Samaa Samaa Hai Pyar Ka,0.425,0.449,5,-8.754,1,0.0655,0.988,0.0684,0.0997,0.395,126.553,spotify:track:07zLH6nppZLg7frRqQ72z0
Aaja Sanam Madhur Chandni Men,0.32,0.439,3,-11.324000000000002,0,0.0422,0.95,0.0426,0.10400000000000001,0.7959999999999999,81.706,spotify:track:5K0YR5W8FNgzjceUwgNlPv
Aaja Re Pardesi,0.451,0.319,7,-13.117,1,0.040999999999999995,0.968,0.64,0.149,0.47700000000000004,91.255,spotify:track:0nNQ0mESS2kCSaW5Li4hip
Ab Ke Sajan Sawan Mein,0.415,0.5710000000000001,0,-6.917999999999999,1,0.0454,0.84,0.00541,0.0619,0.871,99.744,spotify:track:5JJRMBBAMf870VqcrB39gv
Aye-Dil-E-Nadan,0.605,0.344,6,-11.940999999999999,1,0.0326,0.794,2.98e-06,0.083,0.40700000000000003,101.024,spotify:track:0EG3HTklKQCIpM2IlGpOQ1
Agar Tum Na Hote - Female Version,0.618,0.613,11,-5.247999999999999,0,0.037000000000000005,0.7190000000000001,0.00112,0.127,0.7829999999999999,122.60700000000001,spotify:track:6bd3RszjfhMqkVH0zIUFSo
Ajib Dastan Hai Yeh,0.5660000000000001,0.41200000000000003,5,-12.63,1,0.0309,0.875,0.00314,0.204,0.68,102.478,spotify:track:6Rl4eDKFpvntiRKtPn8d5V
Aya Sawan Jhoom Ke,0.446,0.725,1,-5.565,1,0.0748,0.799,0.155,0.433,0.672,91.65799999999999,spotify:track:4Ii5cW2AlVi0d0JnTjNcy3
Baharon Mera Jeevan Bhi Sanwaro,0.35100000000000003,0.284,6,-12.03,1,0.036000000000000004,0.9670000000000001,0.00394,0.14300000000000002,0.561,143.10399999999998,spotify:track:6U9gOM5FxakKVhCF2PtrHl
Bana Ke Kyon Bigada Re,0.385,0.484,0,-8.546,1,0.0321,0.9,9.59e-06,0.568,0.607,85.708,spotify:track:3HTAYqwM363zEPSPwa10ap
Bekhudi Mein Sanam,0.429,0.5660000000000001,4,-7.392,0,0.0635,0.9129999999999999,0.00389,0.0722,0.263,83.626,spotify:track:4CNUwJcKDYePzsAKwLGFBE
Betaab Dil Ki Tamanna Yehi Hai,0.517,0.289,7,-11.493,1,0.0382,0.885,0.0,0.289,0.469,128.06799999999998,spotify:track:0w2ULErs3UppVefsB98TpT
Chand Phir Nikla Magar Tum Na Aaye,0.42100000000000004,0.26899999999999996,1,-10.045,1,0.0292,0.9670000000000001,0.000264,0.17,0.41200000000000003,105.544,spotify:track:174kToGxCBRCsXt6l6DWmp
Chandan Sa Badan Chanchal Chitwan,0.401,0.424,7,-10.1,0,0.0404,0.9420000000000001,0.000874,0.6659999999999999,0.583,175.96900000000002,spotify:track:5ObKxvhcb6RhziBKHubY6G
Dekha Ek Khwab,0.36700000000000005,0.299,4,-14.557,1,0.0597,0.941,0.00402,0.423,0.38299999999999995,147.363,spotify:track:5B29YNjG7dx0GfU19ZBEpo
Dekho Rootha Na Karo,0.40399999999999997,0.38799999999999996,4,-10.082,1,0.0375,0.9890000000000001,0.40299999999999997,0.124,0.7020000000000001,93.791,spotify:track:3TvXVGblUNFZquVw9p4Kxj
Dheere Dheere Chal Chand,0.406,0.521,6,-11.856,1,0.0378,0.9159999999999999,1.09e-05,0.36200000000000004,0.6859999999999999,81.999,spotify:track:2w1xQoej5TcciLKzx3DNzS
Dhire Dhire Machal,0.40299999999999997,0.494,3,-9.077,1,0.0314,0.956,0.00285,0.154,0.6459999999999999,100.35799999999999,spotify:track:70vSg23ZpLROoj7xxzDBk2
Dil Jo Na Keh Saka - Lata Mangeshkar,0.359,0.41,10,-10.432,1,0.0392,0.981,0.0197,0.19899999999999998,0.23199999999999998,126.405,spotify:track:4I658kZhGQMCrRAeU5Cy4F
Dil To Hai Dil,0.391,0.63,5,-7.7,1,0.0341,0.698,1e-06,0.0875,0.67,110.57799999999999,spotify:track:5lIUOSw4sORid01JwghhQ5
Do Nainon Mein Ansoo Bhare Hai,0.349,0.35600000000000004,8,-10.972999999999999,1,0.0351,0.9670000000000001,0.0486,0.166,0.436,130.996,spotify:track:5HuR4tKwaGehsrsNp1dKci
Ek Pyar Ka Naghma Hai,0.268,0.371,2,-10.807,1,0.0318,0.235,0.00067,0.0674,0.255,88.68799999999999,spotify:track:6RELGnjAoxtO1IRYUcEcta
Ek Radha Ek Meera,0.461,0.193,2,-15.513,0,0.065,0.973,0.6509999999999999,0.308,0.49200000000000005,80.32600000000001,spotify:track:3pSjlcV3MkMgzuYWFgiw3g
Gumnaam Hai Koi Badnaam Hai Koi,0.395,0.331,0,-8.086,0,0.0305,0.95,0.00029,0.40299999999999997,0.547,94.804,spotify:track:1KCZN33CNIcnBhtfYZfmt8
Hum The Jinke Sahare,0.38799999999999996,0.327,3,-12.038,1,0.0348,0.966,0.0319,0.13699999999999998,0.331,94.167,spotify:track:1UY1nY8UXeBq0mqFbzOKwU
Jane Kyon Log Mohabbat Kiya,0.38799999999999996,0.456,1,-11.345999999999998,0,0.0484,0.9309999999999999,7.8e-05,0.11,0.396,138.076,spotify:track:052JXN8f26wYYu23k953PM
Jis Path Pe Chala,0.369,0.669,8,-7.315,1,0.0658,0.871,2.45e-05,0.298,0.349,95.68,spotify:track:5T5TzwNAyP8ZK7jWe0eYnj
Kahin Deep Jale Kahin Dil,0.305,0.327,6,-11.444,0,0.0338,0.965,0.568,0.33799999999999997,0.281,102.77600000000001,spotify:track:3jtcSXIONWFoyRXGOlmnR2
Kanchi Re Kanchi Re,0.642,0.37,5,-14.17,1,0.0469,0.866,3.01e-05,0.0876,0.6990000000000001,101.65,spotify:track:0dPz77kgQAIl1f4x1IeyTm
"Kuchh Kehta Hai Ye Savan - From ""Mera Gaon Mera Desh""",0.5579999999999999,0.8240000000000001,1,-3.102,0,0.0363,0.657,0.0,0.0846,0.7809999999999999,138.656,spotify:track:0afLBcNf0G0h2978Uhu8Px
Kuchh Dil Ne Kaha Kuchh Bhi Nahin,0.361,0.327,11,-10.154,0,0.0328,0.929,0.000227,0.12,0.19899999999999998,94.53,spotify:track:5oTvRhWWa7wMkV0Qgw37AF
Lo Aa Gayi Unki Yaad,0.267,0.382,6,-8.48,0,0.0301,0.991,0.0277,0.115,0.226,93.73899999999999,spotify:track:33KoqvOPGAz7VtD6EjGRuE
Rim Jhim Ke Geet,0.45299999999999996,0.298,9,-11.319,0,0.0422,0.983,0.741,0.24100000000000002,0.414,149.578,spotify:track:0j2XAbFKNWzWn9wxgkmICU
Main Na Bhoolunga-1 - Sad,0.319,0.304,6,-13.844000000000001,1,0.0364,0.9009999999999999,0.000817,0.19,0.604,133.276,spotify:track:0waQS0ZmahCfnk1Y64B4oW
Main Na Bhoolunga-2 - Happy,0.38299999999999995,0.45299999999999996,6,-11.081,1,0.0361,0.907,0.0638,0.268,0.73,71.499,spotify:track:0ap9nBaBdP5sW2WO9uqTmG
Man Kyoon Behka Re Behka Aadhi Raat Ko,0.58,0.469,10,-7.557,1,0.0577,0.9359999999999999,0.0072900000000000005,0.14300000000000002,0.316,79.696,spotify:track:3ClX9Fv2i4mzRUhWUxkpod
Mera Naam Hai Chameli,0.308,0.627,5,-10.873,0,0.0612,0.76,0.0254,0.335,0.9179999999999999,175.30200000000002,spotify:track:4bt7Uid34gBTRvBgnQfS9E
Meri Kismat Mein Tu Nahin Shayad,0.366,0.67,7,-6.656000000000001,1,0.037000000000000005,0.6990000000000001,1.7800000000000002e-05,0.276,0.483,116.85600000000001,spotify:track:2PDFRr9NDh7zoOxaIhPZZP
Milti Hai Zindagi Men,0.541,0.607,2,-5.734,1,0.0451,0.9329999999999999,9.05e-06,0.10400000000000001,0.565,129.07299999999998,spotify:track:3xlv70t4g3TnjSKhV6aHUQ
Mujhe Tum Yaad Karna,0.557,0.5720000000000001,6,-11.195,1,0.0458,0.726,0.0,0.0915,0.92,136.497,spotify:track:2yQ2oce2laoH6yMtvK0tPy
Na Jane Kyon Hota Hai,0.502,0.408,8,-11.136,1,0.034,0.9490000000000001,7.87e-06,0.094,0.753,82.75399999999999,spotify:track:7qR7gt9ZaDZQVMTmghDDyq
Naam Goom Jayega,0.324,0.28300000000000003,2,-13.555,1,0.0344,0.953,0.000567,0.25,0.512,90.493,spotify:track:4jBTjqNfB65zLtHrFmYm3S
Neela Aasman So Gaya - Lata Mangeshkar,0.265,0.249,5,-12.075999999999999,1,0.0288,0.86,0.0696,0.0748,0.228,93.079,spotify:track:54AQMneLxShWC0pQs2Hqdf
Pardes Jake Pardesia,0.48100000000000004,0.557,3,-7.456,1,0.138,0.818,0.00299,0.0842,0.637,80.225,spotify:track:6jhjAR2vpF9rJvMtSJTuNr
Pardesiyon Se Na Ankhiyan Milana,0.369,0.523,2,-6.895,0,0.0912,0.975,0.716,0.13,0.419,163.505,spotify:track:2NgpRujzsppANUP69G00Ug
Phool Tumhe Bheja Hai Khat Mein,0.5,0.528,6,-12.592,1,0.0944,0.7559999999999999,9.79e-06,0.174,0.624,92.69200000000001,spotify:track:2RSVIWtscwYFaSiNmQ4rmk
Piya Bina Piya Bina,0.444,0.39899999999999997,8,-7.672999999999999,1,0.0292,0.968,0.00624,0.195,0.521,105.64200000000001,spotify:track:4lG0AJ2dpIWA2YKzkPsndY
Piya Tose Naina Laage Re,0.43799999999999994,0.449,4,-10.066,1,0.0439,0.907,0.127,0.179,0.608,129.037,spotify:track:6yoT89zUSra0wzS1DKFC1w
Ruke Ruke Se Qadam,0.327,0.55,9,-6.3870000000000005,0,0.0323,0.7709999999999999,0.0183,0.35700000000000004,0.511,136.733,spotify:track:2Ze2lYJyANmk5zm1QsmiLs
Sawan Ka Mahina,0.355,0.278,2,-13.565999999999999,1,0.0455,0.96,0.138,0.239,0.722,70.791,spotify:track:4v4wIJBIsNZedLRyFhpuBZ
Solah Baras Ki Bali Umar,0.304,0.6509999999999999,7,-10.418,1,0.0505,0.743,0.000367,0.474,0.6829999999999999,80.771,spotify:track:7sOjOFCqQSF8CBOJa6hM8j
Suno Sajna Papihe Ne Kaha,0.28800000000000003,0.55,4,-9.477,1,0.0716,0.805,0.00216,0.263,0.515,85.869,spotify:track:1OGKq2mU8PrrI4ajkBx32t
Tera Jana,0.278,0.452,5,-14.277000000000001,0,0.044000000000000004,0.851,0.00765,0.182,0.5870000000000001,158.638,spotify:track:4NhDwKN1y5uH7zdb8JHdCS
Tere Bin Soone Nain Humare,0.228,0.36200000000000004,4,-13.177,0,0.0338,0.9640000000000001,0.0307,0.391,0.223,83.196,spotify:track:3fKkpcs1tZHbNRs2cYaXpZ
Tere Bina Zindagi Se,0.37200000000000005,0.419,3,-9.876,1,0.0295,0.93,1.01e-06,0.121,0.456,92.381,spotify:track:57l24qsMzRsvecxRM0tfC6
Tere Mere Milan Ki Yeh Raina,0.3,0.52,7,-5.682,0,0.0325,0.8220000000000001,4.82e-06,0.0452,0.541,85.23299999999999,spotify:track:49KcsdsM3Kap2sV4dtbHQf
Tere Sur Aur Mere Geet,0.5429999999999999,0.341,7,-12.022,0,0.0402,0.894,0.00119,0.145,0.7170000000000001,132.00799999999998,spotify:track:3joaKfXwFde9jOTRSnEDOn
Tere Bina Jiya Jaye Naa,0.45899999999999996,0.376,0,-9.241,1,0.0336,0.725,0.00831,0.19399999999999998,0.593,150.131,spotify:track:5NZrew66KAcDSwNjrPdVx9
Teri Aankhon Ke Siva Duniya Men,0.33,0.419,8,-12.005999999999998,1,0.0355,0.985,0.00265,0.37,0.647,147.063,spotify:track:3zXhNQJXdOakZ8lqA4uQtl
Tujh Sang Preet,0.35,0.461,7,-12.315999999999999,1,0.040999999999999995,0.551,0.0,0.647,0.523,89.863,spotify:track:0JXmavedvYmIJV85tBkgBk
Tujhse Naraz Nahin Zindagi - Lata Mangeshkar,0.611,0.292,9,-12.809000000000001,1,0.0283,0.308,0.00256,0.185,0.65,96.93700000000001,spotify:track:4M6QtwT7kFCMqztO4E96kk
"Maine Poochha Chand Se - From ""Abdullah""",0.455,0.418,1,-8.017999999999999,1,0.0319,0.648,0.0,0.0809,0.284,130.787,spotify:track:0i6U12LOWlHNngec0HCroE
"Pardah Hai Pardah - From ""Amar Akbar Anthony""",0.37,0.8340000000000001,7,-5.471,1,0.183,0.6779999999999999,0.0,0.524,0.5539999999999999,85.79899999999999,spotify:track:1pEHbMOTopNRYWX6XvnhOK
Abhi Na Jao Chhod Kar,0.521,0.42100000000000004,3,-9.856,1,0.0355,0.607,0.187,0.32899999999999996,0.551,96.444,spotify:track:0C47mkZ7VGcnKBvEG7PiAP
Likhe Jo Khat Tujhe,0.375,0.449,11,-13.439,0,0.0337,0.89,0.139,0.326,0.7440000000000001,106.603,spotify:track:0es02Rp0p0WpC4WRBDtM8P
Chura Liya Hai Tumne Jo Dil Ko,0.56,0.318,9,-11.106,0,0.0317,0.857,1.88e-06,0.11,0.684,80.238,spotify:track:2yRBJpAD66GuNRKQ8bKXtY
Ye Dil Tum Bin Lagta Nahin,0.40299999999999997,0.316,7,-12.482000000000001,1,0.0338,0.8140000000000001,0.0,0.0789,0.578,141.778,spotify:track:1vi4SYpDhUVf4R247VpzMv
Kya Hua Tera Vada,0.507,0.583,5,-5.7,1,0.0283,0.21100000000000002,3.79e-06,0.111,0.777,99.287,spotify:track:5XTdgOtJYAOXiw2gHW2KmQ
Teri Galiyon Mein,0.275,0.469,4,-12.689,1,0.0413,0.797,0.00115,0.182,0.434,146.753,spotify:track:5OeQkWNa8d5x5BCwBPwCEb
Chahoonga Main Tujhe,0.327,0.331,8,-12.489,1,0.0489,0.9940000000000001,0.66,0.245,0.256,79.222,spotify:track:0UUEg4ozehOADGnhQ4OOam
Yeh Duniya Yeh Mehfil,0.391,0.591,5,-6.0360000000000005,1,0.0417,0.6729999999999999,1.41e-06,0.0777,0.436,135.894,spotify:track:7nQpLrNWv00oDZD72wGK68
Tum Mujhe Yun Bhula Na Paoge,0.573,0.46399999999999997,8,-10.146,1,0.0332,0.731,0.000133,0.128,0.6990000000000001,105.723,spotify:track:0mtS8143MsPJfSM9fvFUhO
