artistName,trackName,Minutes Played
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Taylor Swift,Fearless,4.03
Taylor Swift,cardigan,3.99
Taylor Swift,this is me trying,3.25
Taylor Swift,willow,3.58
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),0.36
Taylor Swift,Tim McGraw,3.87
Taylor Swift,Mean,0.17
Taylor Swift,the 1,3.5
Taylor Swift,invisible string,4.21
Taylor Swift,mad woman,3.95
Taylor Swift,Red,3.72
Taylor Swift,Enchanted,5.87
Taylor Swift,evermore (feat. Bon Iver),5.07
Taylor Swift,mad woman,3.95
Taylor Swift,Fearless,0.21
Taylor Swift,Fearless,3.83
Taylor Swift,this is me trying,3.25
Taylor Swift,Our Song,3.35
Taylor Swift,champagne problems,4.07
Taylor Swift,Our Song,6.28
Taylor Swift,Lover,3.6
Taylor Swift,Lover,0.09
Taylor Swift,Our Song,3.35
Taylor Swift,Fearless,4.03
Taylor Swift,Love Story,3.92
Taylor Swift,You Belong With Me,1.58
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Shawn Mendes,Mercy,0.13
Ed Sheeran,Afterglow,3.09
Justin Bieber,Anyone,3.18
Ed Sheeran,Tenerife Sea,4.02
Shawn Mendes,Where Were You In The Morning?,0.08
Ed Sheeran,Tenerife Sea,0.4
Shawn Mendes,Where Were You In The Morning?,1.09
Shawn Mendes,Where Were You In The Morning?,2.25
Shawn Mendes,Señorita,3.18
Ed Sheeran,Afterglow,3.09
Ed Sheeran,Perfect,4.39
Ed Sheeran,Tenerife Sea,0.02
Shawn Mendes,Mercy,1.13
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Ed Sheeran,Shape of You,3.9
Justin Bieber,Anyone,3.18
Shawn Mendes,Where Were You In The Morning?,3.34
Shawn Mendes,Señorita,3.18
Ed Sheeran,Perfect,0.57
Ed Sheeran,Afterglow,3.09
Ed Sheeran,Perfect,3.82
Shawn Mendes,Mercy,0.14
Shawn Mendes,There's Nothing Holdin' Me Back,0.5
Ed Sheeran,Tenerife Sea,0.04
Justin Bieber,Anyone,0.14
Justin Bieber,Mistletoe,0.46
DJ Snake,Let Me Love You,0.0
DJ Snake,Let Me Love You,1.78
Justin Bieber,Lonely (with benny blanco),1.39
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,0.02
Shawn Mendes,Fallin' All In You,3.34
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.33
Shawn Mendes,Señorita,3.18
Céline Dion,Let's Talk About Love,0.09
Lea Salonga,A Whole New World,5.7
Shawn Mendes,Señorita,0.0
Lea Salonga,A Whole New World,1.53
Lea Salonga,A Whole New World,2.68
Ed Sheeran,Shape of You,3.9
Céline Dion,Let's Talk About Love,0.15
Céline Dion,It's All Coming Back to Me Now,2.48
Céline Dion,It's All Coming Back to Me Now,0.69
Adele,Daydreamer,0.59
Adele,Someone Like You,0.22
Adele,Rolling in the Deep,0.56
Adele,Skyfall,0.93
Alan Walker,Alone,0.07
Ed Sheeran,Tenerife Sea,0.22
Lady Gaga,Shallow,2.56
Taylor Swift,evermore (feat. Bon Iver),0.12
Taylor Swift,evermore (feat. Bon Iver),0.28
Taylor Swift,evermore (feat. Bon Iver),4.62
Justin Bieber,Anyone,3.18
Ed Sheeran,Perfect,4.39
Ed Sheeran,Afterglow,3.09
Taylor Swift,Delicate,3.87
Lea Salonga,A Whole New World,2.68
Céline Dion,I Surrender,0.82
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Taylor Swift,Fearless,4.03
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Céline Dion,Let's Talk About Love,5.21
Susan Egan,I Won't Say (I'm In Love),2.34
Taylor Swift,exile (feat. Bon Iver),4.76
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",3.73
Lea Salonga,A Whole New World,2.68
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Shawn Mendes,Señorita,3.18
Ed Sheeran,Tenerife Sea,4.02
Taylor Swift,Delicate,3.87
Ed Sheeran,Shape of You,3.9
Céline Dion,I Surrender,4.8
Justin Bieber,Anyone,3.18
Ed Sheeran,Perfect,3.0
Lea Salonga,A Whole New World,0.14
Taylor Swift,Fearless,4.03
Lea Salonga,A Whole New World,2.68
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Taylor Swift,willow,3.58
Ed Sheeran,Afterglow,3.09
Taylor Swift,Delicate,3.87
Alan Walker,Darkside,3.53
Alan Walker,Alone,2.67
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Ed Sheeran,Tenerife Sea,4.02
Céline Dion,I Surrender,4.8
Alan Walker,Alone,2.67
Shawn Mendes,Where Were You In The Morning?,3.34
Céline Dion,It's All Coming Back to Me Now,7.61
Taylor Swift,willow,2.5
Taylor Swift,willow,1.08
Ed Sheeran,Afterglow,3.09
Shawn Mendes,Señorita,3.18
Alan Walker,Sing Me to Sleep,1.12
Taylor Swift,this is me trying,3.25
Taylor Swift,Our Song,3.35
Taylor Swift,Fearless,4.03
Taylor Swift,mad woman,3.95
Taylor Swift,Love Story,3.92
Taylor Swift,cardigan,3.99
Taylor Swift,champagne problems,4.07
Taylor Swift,Our Song,3.35
Taylor Swift,Fearless,4.03
Taylor Swift,Our Song,6.34
Taylor Swift,Fearless,4.03
Taylor Swift,Lover,3.69
Taylor Swift,mad woman,2.41
Taylor Swift,mad woman,3.91
Taylor Swift,Enchanted,0.01
Taylor Swift,Love Story,3.92
Taylor Swift,Our Song,3.35
Taylor Swift,Tim McGraw,3.87
Taylor Swift,willow,2.23
Taylor Swift,Blank Space,0.11
Taylor Swift,You Belong With Me,0.04
Taylor Swift,willow,1.33
Taylor Swift,tolerate it,4.09
Taylor Swift,Delicate,3.87
Taylor Swift,Fearless,2.59
Christina Perri,A Thousand Years,3.36
Leah Nobel,"Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",0.28
James Arthur,Falling Like The Stars,0.64
Jeremy Zucker,this is how you fall in love,0.71
Ed Sheeran,Best Part of Me (feat. YEBBA),0.31
Imaginary Future,I Will Spend My Whole Life Loving You,1.59
Justin Bieber,Anyone,0.58
Justin Bieber,Purpose,0.66
Alan Walker,Fake A Smile,2.6
Taylor Swift,The Man,0.23
Shawn Mendes,If I Can't Have You,1.88
Shawn Mendes,Treat You Better,1.72
Shawn Mendes,Intro,0.0
Shawn Mendes,There's Nothing Holdin' Me Back,0.03
Shawn Mendes,Wonder,1.77
Shawn Mendes,Intro,0.47
Shawn Mendes,Higher,0.14
Shawn Mendes,24 Hours,1.49
Shawn Mendes,Teach Me How To Love,2.7
Shawn Mendes,Call My Friends,0.4
Shawn Mendes,Song For No One,0.46
Shawn Mendes,Dream,0.53
Shawn Mendes,Piece Of You,0.17
Shawn Mendes,Always Been You,0.54
Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),0.4
Shawn Mendes,305,0.09
Shawn Mendes,Look Up At The Stars,0.55
Shawn Mendes,Can’t Imagine,0.87
Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello),0.13
Taylor Swift,I Did Something Bad,0.03
Taylor Swift,End Game,0.48
Taylor Swift,Getaway Car,0.27
Shawn Mendes,Can’t Take My Eyes Off You - BBC Live Version,1.78
Taylor Swift,...Ready For It?,0.15
Taylor Swift,Dancing With Our Hands Tied,0.29
Taylor Swift,So It Goes...,0.03
Taylor Swift,Dress,1.46
Céline Dion,I'm Alive,0.03
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,0.66
Shawn Mendes,Wonder,0.1
Ed Sheeran,Afterglow,3.09
Shawn Mendes,Where Were You In The Morning?,1.73
Ed Sheeran,Tenerife Sea,0.02
Shawn Mendes,Where Were You In The Morning?,0.02
Shawn Mendes,There's Nothing Holdin' Me Back,0.67
Shawn Mendes,There's Nothing Holdin' Me Back,0.35
Ed Sheeran,Shape of You,3.9
Shawn Mendes,Señorita,3.18
Justin Bieber,Anyone,3.18
Ed Sheeran,Perfect,0.05
Shawn Mendes,Mercy,2.22
Ed Sheeran,Perfect,4.36
Shawn Mendes,Mercy,0.06
Ed Sheeran,Tenerife Sea,4.02
Justin Bieber,Anyone,3.18
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Ed Sheeran,Shape of You,3.16
Alan Walker,On My Way,0.06
Alan Walker,On My Way,0.07
Alan Walker,On My Way,1.03
Ed Sheeran,Afterglow,0.01
Shawn Mendes,Where Were You In The Morning?,0.08
Alan Walker,On My Way,3.12
Shawn Mendes,Where Were You In The Morning?,1.1
Taylor Swift,Fearless,0.04
Ed Sheeran,Tenerife Sea,0.2
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Taylor Swift,Our Song,3.35
Taylor Swift,Fearless,4.03
Ed Sheeran,Shape of You,3.9
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Taylor Swift,Tim McGraw,0.41
Taylor Swift,Tim McGraw,1.26
Taylor Swift,Tim McGraw,0.65
Taylor Swift,Tim McGraw,1.57
Shawn Mendes,Where Were You In The Morning?,3.34
Lea Salonga,A Whole New World,4.66
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Taylor Swift,Our Song,3.35
Alan Walker,Darkside,0.26
Alan Walker,Darkside,0.16
Alan Walker,Darkside,2.21
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Ed Sheeran,Afterglow,3.09
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Taylor Swift,Love Story,0.25
Lea Salonga,A Whole New World,0.89
Ed Sheeran,Afterglow,0.05
Ed Sheeran,Afterglow,3.06
Shawn Mendes,Where Were You In The Morning?,3.34
Céline Dion,Let's Talk About Love,5.21
Lea Salonga,A Whole New World,2.68
Justin Bieber,Anyone,3.18
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Alan Walker,Darkside,2.09
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Lea Salonga,A Whole New World,4.79
Ed Sheeran,Afterglow,2.42
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Lea Salonga,A Whole New World,2.68
Ed Sheeran,Afterglow,3.09
Lea Salonga,A Whole New World,2.68
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Justin Bieber,Anyone,0.93
Céline Dion,Where Does My Heart Beat Now,4.55
Ed Sheeran,Afterglow,3.09
Glenn Close,You'll Be In My Heart,0.54
Taylor Swift,Red,3.72
Susan Egan,I Won't Say (I'm In Love),2.34
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Taylor Swift,Delicate,3.87
Céline Dion,I Surrender,4.8
Ed Sheeran,Perfect,4.39
Céline Dion,I'm Alive,3.5
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Céline Dion,The Power of Love,5.71
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Taylor Swift,Fearless,4.03
Shawn Mendes,Señorita,3.18
Alan Walker,Faded,3.54
Céline Dion,Let's Talk About Love,2.89
Céline Dion,Let's Talk About Love,2.34
Taylor Swift,You Belong With Me,0.87
Shawn Mendes,Where Were You In The Morning?,3.34
Taylor Swift,evermore (feat. Bon Iver),5.07
Taylor Swift,Love Story,3.92
Céline Dion,It's All Coming Back to Me Now,7.61
Alan Walker,Darkside,3.53
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Taylor Swift,Style,3.85
Taylor Swift,exile (feat. Bon Iver),4.76
Lea Salonga,A Whole New World,5.08
Taylor Swift,Our Song,3.35
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Taylor Swift,Lover,3.69
Ed Sheeran,Tenerife Sea,4.02
Taylor Swift,willow,3.58
Justin Bieber,Anyone,2.69
Céline Dion,Where Does My Heart Beat Now,0.04
Taylor Swift,Enchanted,5.87
Taylor Swift,Red,3.72
Taylor Swift,exile (feat. Bon Iver),4.76
Taylor Swift,willow,3.58
Taylor Swift,You Belong With Me,3.85
Taylor Swift,evermore (feat. Bon Iver),5.07
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",4.56
Céline Dion,I Surrender,4.8
Céline Dion,The Power of Love,5.71
Céline Dion,It's All Coming Back to Me Now,7.61
Céline Dion,Where Does My Heart Beat Now,4.55
Ed Sheeran,Shape of You,3.9
Ed Sheeran,Afterglow,3.09
Ed Sheeran,Perfect,4.39
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Taylor Swift,Love Story,3.92
Taylor Swift,Tim McGraw,3.87
Lea Salonga,A Whole New World,2.68
Susan Egan,I Won't Say (I'm In Love),2.34
Shawn Mendes,Señorita,3.18
Shawn Mendes,Mercy,3.48
Alan Walker,Faded,3.54
Shawn Mendes,Where Were You In The Morning?,3.34
Ed Sheeran,Tenerife Sea,4.02
Céline Dion,Let's Talk About Love,5.21
Céline Dion,I'm Alive,3.5
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Justin Bieber,Anyone,3.18
Taylor Swift,Our Song,3.35
Taylor Swift,Style,3.85
Taylor Swift,Blank Space,3.86
Taylor Swift,Lover,2.01
Taylor Swift,Lover,1.68
Taylor Swift,Delicate,3.87
Alan Walker,Darkside,3.53
Taylor Swift,Fearless,4.03
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",3.73
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",3.66
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.19
Lea Salonga,A Whole New World,2.68
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Ed Sheeran,Afterglow,3.09
Shawn Mendes,There's Nothing Holdin' Me Back,0.46
Shawn Mendes,There's Nothing Holdin' Me Back,2.87
Taylor Swift,Blank Space,0.22
Alan Walker,Darkside,3.53
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",1.51
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",0.08
Taylor Swift,willow,0.58
Taylor Swift,Style,3.85
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",3.48
Taylor Swift,willow,3.0
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.22
Ed Sheeran,Afterglow,3.09
Taylor Swift,Lover,3.69
Céline Dion,Let's Talk About Love,3.94
Céline Dion,Let's Talk About Love,0.01
Taylor Swift,You Belong With Me,0.13
Lea Salonga,A Whole New World,2.68
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Justin Bieber,Anyone,3.18
Taylor Swift,Delicate,3.87
Taylor Swift,Enchanted,5.31
Taylor Swift,Enchanted,0.56
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Taylor Swift,Love Story,3.92
Ed Sheeran,Afterglow,3.09
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",4.56
Céline Dion,The Power of Love,5.71
Céline Dion,I Surrender,4.28
Céline Dion,I Surrender,0.12
Ed Sheeran,Afterglow,3.09
Ed Sheeran,Shape of You,3.9
Justin Bieber,Anyone,0.59
Justin Bieber,Anyone,2.59
Céline Dion,Let's Talk About Love,5.21
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Lea Salonga,A Whole New World,2.68
Shawn Mendes,Where Were You In The Morning?,3.34
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Ed Sheeran,Perfect,0.54
Ed Sheeran,Perfect,3.85
Shawn Mendes,There's Nothing Holdin' Me Back,0.58
Lea Salonga,A Whole New World,2.68
Justin Bieber,Anyone,0.03
Taylor Swift,Our Song,3.35
Ed Sheeran,Afterglow,3.09
Céline Dion,Let's Talk About Love,5.21
Taylor Swift,Fearless,4.03
Taylor Swift,willow,3.58
Céline Dion,It's All Coming Back to Me Now,7.61
Taylor Swift,You Belong With Me,3.85
Taylor Swift,Lover,3.69
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",0.73
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",3.0
Shawn Mendes,Mercy,2.34
Shawn Mendes,Where Were You In The Morning?,3.14
Céline Dion,It's All Coming Back to Me Now,0.02
Shawn Mendes,Where Were You In The Morning?,0.0
Céline Dion,I'm Alive,3.5
Céline Dion,Where Does My Heart Beat Now,0.24
Céline Dion,The Power of Love,5.71
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",3.34
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",1.33
Shawn Mendes,Señorita,3.18
Alan Walker,Faded,3.54
Ed Sheeran,Tenerife Sea,4.02
Taylor Swift,Enchanted,3.95
Céline Dion,Let's Talk About Love,5.21
Shawn Mendes,Where Were You In The Morning?,3.34
Lea Salonga,A Whole New World,0.11
Lea Salonga,A Whole New World,1.74
Lea Salonga,A Whole New World,2.7
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",2.97
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",0.77
Lea Salonga,A Whole New World,2.68
Shawn Mendes,There's Nothing Holdin' Me Back,0.31
Ed Sheeran,Perfect,4.39
Ed Sheeran,Shape of You,1.04
Céline Dion,Let's Talk About Love,0.22
Ed Sheeran,Afterglow,3.09
Justin Bieber,Anyone,1.71
Taylor Swift,Our Song,3.35
Taylor Swift,Fearless,4.03
Taylor Swift,Our Song,3.35
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Taylor Swift,Our Song,3.35
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0.44
Taylor Swift,willow,3.58
Ed Sheeran,Perfect,4.39
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Ed Sheeran,Afterglow,3.09
Lea Salonga,A Whole New World,2.68
Céline Dion,Let's Talk About Love,5.21
Ed Sheeran,Shape of You,3.9
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Shawn Mendes,Where Were You In The Morning?,3.34
Justin Bieber,Anyone,3.18
Alan Walker,Darkside,2.93
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.23
Taylor Swift,Delicate,3.87
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Taylor Swift,Our Song,3.35
Taylor Swift,Love Story,3.92
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Taylor Swift,Fearless,4.03
Alan Walker,Darkside,3.53
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",3.73
Taylor Swift,Enchanted,5.87
Taylor Swift,exile (feat. Bon Iver),2.46
Taylor Swift,exile (feat. Bon Iver),2.3
Taylor Swift,willow,3.58
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Taylor Swift,Love Story,3.92
Taylor Swift,Tim McGraw,3.87
Taylor Swift,Our Song,3.35
Taylor Swift,Delicate,3.87
Taylor Swift,Lover,3.69
Taylor Swift,Red,3.72
Taylor Swift,You Belong With Me,3.85
Taylor Swift,evermore (feat. Bon Iver),5.07
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",4.56
Céline Dion,I Surrender,4.8
Céline Dion,The Power of Love,5.71
Céline Dion,Where Does My Heart Beat Now,4.55
Céline Dion,It's All Coming Back to Me Now,4.34
Céline Dion,It's All Coming Back to Me Now,0.01
Ed Sheeran,Shape of You,1.59
Ed Sheeran,Shape of You,2.3
Ed Sheeran,Afterglow,3.09
Taylor Swift,Love Story,3.65
Taylor Swift,Love Story,1.42
Shawn Mendes,Señorita,3.18
Taylor Swift,Our Song,3.35
Taylor Swift,Lover,3.69
Taylor Swift,champagne problems,7.74
Justin Bieber,Anyone,3.18
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67
Céline Dion,It's All Coming Back to Me Now,7.61
Taylor Swift,Tim McGraw,3.87
Shawn Mendes,Where Were You In The Morning?,3.34
Ed Sheeran,Perfect,4.39
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Céline Dion,I Surrender,4.8
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Taylor Swift,Lover,3.69
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",1.16
Céline Dion,Let's Talk About Love,5.21
Alan Walker,Faded,1.04
Alan Walker,Faded,2.08
Alan Walker,Faded,0.02
Shawn Mendes,Wonder,1.8
Shawn Mendes,Wonder,0.48
Taylor Swift,willow,3.58
Taylor Swift,exile (feat. Bon Iver),4.76
Taylor Swift,evermore (feat. Bon Iver),1.24
Taylor Swift,evermore (feat. Bon Iver),3.83
Lea Salonga,A Whole New World,2.68
Ed Sheeran,Perfect,4.39
Ed Sheeran,Afterglow,3.09
Taylor Swift,Enchanted,2.92
Taylor Swift,evermore (feat. Bon Iver),0.5
Ed Sheeran,Afterglow,3.09
Taylor Swift,Our Song,3.35
Lea Salonga,A Whole New World,2.68
Taylor Swift,Delicate,3.87
Taylor Swift,Fearless,4.03
Taylor Swift,Love Story,3.92
Taylor Swift,champagne problems,0.41
Taylor Swift,champagne problems,3.63
Taylor Swift,willow,2.42
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Taylor Swift,Our Song,3.35
Céline Dion,I Surrender,4.8
Céline Dion,I'm Alive,3.5
Ed Sheeran,Afterglow,3.09
Taylor Swift,Love Story,3.7
Taylor Swift,Love Story,0.22
Céline Dion,Let's Talk About Love,0.64
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Céline Dion,Let's Talk About Love,3.19
Lea Salonga,A Whole New World,2.68
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",0.92
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",3.24
Justin Bieber,Anyone,3.18
Ed Sheeran,Shape of You,0.7
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Ed Sheeran,Perfect,1.28
Ed Sheeran,Perfect,0.04
Ed Sheeran,Perfect,4.35
Ed Sheeran,Shape of You,3.9
Alan Walker,Darkside,3.53
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",1.79
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",1.95
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Lea Salonga,A Whole New World,4.77
Ed Sheeran,Afterglow,1.84
Ed Sheeran,Afterglow,1.26
Céline Dion,Let's Talk About Love,5.21
Alan Walker,Darkside,0.42
Ed Sheeran,Perfect,0.12
Alan Walker,Darkside,2.2
Alan Walker,Darkside,1.36
Ed Sheeran,Perfect,4.39
Ed Sheeran,Shape of You,3.9
Justin Bieber,Anyone,3.18
Shawn Mendes,Where Were You In The Morning?,3.34
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",1.67
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",2.08
Taylor Swift,Fearless,3.09
Taylor Swift,Fearless,0.56
Taylor Swift,Our Song,3.35
Taylor Swift,willow,3.58
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Alan Walker,Darkside,0.01
Céline Dion,Let's Talk About Love,5.2
Céline Dion,The Power of Love,5.71
Taylor Swift,Love Story,3.92
Taylor Swift,Style,3.85
Taylor Swift,Fearless,4.03
Taylor Swift,Our Song,3.35
Céline Dion,It's All Coming Back to Me Now,7.61
Céline Dion,Where Does My Heart Beat Now,4.55
Taylor Swift,Red,3.72
Shawn Mendes,Señorita,2.9
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Taylor Swift,willow,3.58
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",3.73
Taylor Swift,Red,0.95
Shawn Mendes,Señorita,0.28
Taylor Swift,Red,0.05
Taylor Swift,Red,2.77
Taylor Swift,Blank Space,1.97
Taylor Swift,Blank Space,1.9
Ed Sheeran,Shape of You,3.9
Taylor Swift,Fearless,3.7
Taylor Swift,Fearless,4.03
Taylor Swift,Our Song,2.54
Taylor Swift,Our Song,1.06
Taylor Swift,Our Song,3.41
Taylor Swift,Tim McGraw,0.04
Taylor Swift,Tim McGraw,2.52
Taylor Swift,Tim McGraw,1.31
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Taylor Swift,Love Story,3.92
Taylor Swift,champagne problems,4.07
Céline Dion,I'm Alive,3.5
Ed Sheeran,Afterglow,3.09
Justin Bieber,Anyone,3.18
Ed Sheeran,Afterglow,3.09
Céline Dion,Where Does My Heart Beat Now,4.55
Céline Dion,The Power of Love,1.11
Ed Sheeran,Afterglow,2.47
Ed Sheeran,Afterglow,0.11
Taylor Swift,Enchanted,3.87
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",4.15
Alan Walker,Faded,3.54
Lea Salonga,A Whole New World,2.68
Taylor Swift,Fearless,0.29
Taylor Swift,Fearless,3.75
Taylor Swift,Our Song,3.35
Taylor Swift,exile (feat. Bon Iver),0.07
Taylor Swift,Delicate,3.87
Taylor Swift,exile (feat. Bon Iver),4.67
Ed Sheeran,Perfect,4.39
Céline Dion,I'm Alive,3.5
Taylor Swift,Our Song,3.35
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0.25
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.42
Shawn Mendes,There's Nothing Holdin' Me Back,3.32
Taylor Swift,Love Story,3.92
Céline Dion,The Power of Love,5.71
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38
Alan Walker,Faded,3.54
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",3.74
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",4.56
Céline Dion,It's All Coming Back to Me Now,2.71
Taylor Swift,exile (feat. Bon Iver),0.51
Taylor Swift,exile (feat. Bon Iver),0.09
Taylor Swift,Tim McGraw,3.87
Ed Sheeran,Afterglow,0.37
Ed Sheeran,Afterglow,2.72
Céline Dion,I Surrender,4.0
Céline Dion,I Surrender,0.8
Shawn Mendes,Where Were You In The Morning?,3.34
Taylor Swift,Fearless,4.03
Taylor Swift,Red,3.72
Taylor Swift,Delicate,3.87
Taylor Swift,willow,3.58
Susan Egan,I Won't Say (I'm In Love),0.8
Taylor Swift,champagne problems,4.07
Taylor Swift,Our Song,3.35
Taylor Swift,exile (feat. Bon Iver),0.42
Taylor Swift,Lover,3.69
Taylor Swift,Tim McGraw,3.87
Taylor Swift,Red,0.49
Taylor Swift,Our Song,3.35
Taylor Swift,Style,3.85
Taylor Swift,Mean,3.96
Taylor Swift,Delicate,1.29
Taylor Swift,Delicate,2.59
Taylor Swift,mad woman,1.14
Taylor Swift,mad woman,2.79
Taylor Swift,Love Story,0.42
Taylor Swift,Love Story,3.51
Taylor Swift,tolerate it,4.09
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,0.05
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.34
Taylor Swift,mad woman,2.26
Taylor Swift,mad woman,1.7
Taylor Swift,the 1,3.5
